[[0.005, 0.0], [0, 0], [0, 0], [0, 0]]
[[0.005, 0.0], [0, 0], [0, 0], [0.0, 0.0]]
[[0.009975000000000001, 0.0], [0, 0], [0, 0], [0.0, 0.0]]
[[0.009975000000000001, 0.0], [0.0, -0.005], [0, 0], [0.0, 0.0]]
[[0.009925125000000002, 0.005], [0.0, -0.005], [0, 0], [0.0, 0.0]]
[[0.009925125000000002, 0.005], [0.0, -0.005], [0.0, 0.0], [0.0, 0.0]]
[[0.009875499375000001, 0.004975], [0.0, -0.005], [0.0, 0.0], [0.0, 0.0]]
[[0.009875499375000001, 0.004975], [0.0, -0.005], [0.0, 0.0], [0.0, 0.0]]
[[0.009875499375000001, 0.004975], [0.0, -0.004975], [0.0, 0.0], [0.0, 0.0]]
[[0.009875499375000001, 0.004975], [0.0, -0.004975], [0.0, 0.0], [0.0, 0.0]]
[[0.009875499375000001, 0.004975], [0.0, -0.009950125], [0.0, 0.0], [0.0, 0.0]]
[[0.009875499375000001, 0.004975], [0.0, -0.009950125], [0.0, 0.0], [0.0, 0.0]]
[[0.009826121878125002, 0.0049501250000000005], [0.0, -0.009950125], [0.0, 0.0], [0.0, 0.0]]
[[0.009826121878125002, 0.0049501250000000005], [0.0, -0.009950125], [0.0, 0.0], [-0.005, 0.0]]
[[0.009826121878125002, 0.0049501250000000005], [0.0, -0.009950125], [0.0, 0.0], [-0.005, 0.0]]
[[0.009826121878125002, 0.0049501250000000005], [0.0, -0.009950125], [0.0, 0.0], [-0.005, 0.0]]
[[0.014776991268734377, 0.004925374375], [0.0, -0.009950125], [0.0, 0.0], [-0.005, 0.0]]
[[0.014776991268734377, 0.004925374375], [0.0, -0.009950125], [0.0, 0.0], [-0.005, -0.005]]
[[0.014776991268734377, 0.004925374375], [0.0, -0.009950125], [0.0, 0.0], [-0.005, -0.009975000000000001]]
[[0.019703106312390705, 0.009900747503125001], [0.0, -0.009950125], [0.0, 0.0], [-0.005, -0.009975000000000001]]
[[0.019703106312390705, 0.009900747503125001], [0.0, -0.009950125], [0.0, 0.0], [-0.005, -0.014925125000000001]]
[[0.019703106312390705, 0.009900747503125001], [-0.005, -0.009900374375], [0.0, 0.0], [-0.005, -0.014925125000000001]]
[[0.019703106312390705, 0.009900747503125001], [-0.004975, -0.014850872503125001], [0.0, 0.0], [-0.005, -0.014925125000000001]]
[[0.019703106312390705, 0.009900747503125001], [-0.004975, -0.014850872503125001], [0.0, 0.0], [-0.005, -0.014925125000000001]]
[[0.01960459078082875, 0.009851243765609377], [-0.004975, -0.014850872503125001], [0.0, 0.0], [-0.005, -0.014925125000000001]]
[[0.01960459078082875, 0.009851243765609377], [-0.004975, -0.014850872503125001], [0.0, 0.0], [-0.004975, -0.014925125000000001]]
[[0.01960459078082875, 0.009851243765609377], [-0.0049501250000000005, -0.019776618140609374], [0.0, 0.0], [-0.004975, -0.014925125000000001]]
[[0.01960459078082875, 0.009851243765609377], [-0.0049501250000000005, -0.019776618140609374], [0.0, 0.0], [-0.004975, -0.014925125000000001]]
[[0.01960459078082875, 0.009851243765609377], [-0.0049501250000000005, -0.019776618140609374], [0.0, 0.0], [-0.004975, -0.014925125000000001]]
[[0.01960459078082875, 0.009851243765609377], [-0.004925374375, -0.02467773504990633], [0.0, 0.0], [-0.004975, -0.014925125000000001]]
[[0.01960459078082875, 0.009851243765609377], [-0.004900747503125, -0.029554346374656797], [0.0, 0.0], [-0.004975, -0.014925125000000001]]
[[0.01960459078082875, 0.009851243765609377], [-0.004876243765609375, -0.029406574642783512], [0.0, 0.0], [-0.004975, -0.014925125000000001]]
[[0.01960459078082875, 0.009851243765609377], [-0.004876243765609375, -0.029406574642783512], [0.0, 0.0], [-0.004975, -0.019850499375]]
[[0.01960459078082875, 0.009851243765609377], [-0.004876243765609375, -0.029406574642783512], [0.0, 0.0], [-0.004975, -0.024751246878125]]
[[0.01960459078082875, 0.009851243765609377], [-0.004876243765609375, -0.029406574642783512], [0.0, 0.0], [-0.004975, -0.029627490643734378]]
[[0.01960459078082875, 0.009851243765609377], [-0.004851862546781328, -0.03425954176956959], [0.0, 0.0], [-0.004975, -0.029627490643734378]]
[[0.01960459078082875, 0.009851243765609377], [-0.004851862546781328, -0.03425954176956959], [0.005, 0.0], [-0.004975, -0.029627490643734378]]
[[0.01960459078082875, 0.009851243765609377], [-0.004851862546781328, -0.03425954176956959], [0.009975000000000001, 0.0], [-0.004975, -0.029627490643734378]]
[[0.01960459078082875, 0.009851243765609377], [-0.004851862546781328, -0.03425954176956959], [0.009975000000000001, 0.0], [-0.004975, -0.029627490643734378]]
[[0.01960459078082875, 0.009851243765609377], [-0.004851862546781328, -0.03425954176956959], [0.009975000000000001, 0.0], [-0.004975, -0.029627490643734378]]
[[0.01960459078082875, 0.009851243765609377], [-0.004851862546781328, -0.03425954176956959], [0.009975000000000001, 0.005], [-0.004975, -0.029627490643734378]]
[[0.01960459078082875, 0.009851243765609377], [-0.004827603234047421, -0.03908824406072175], [0.009975000000000001, 0.005], [-0.004975, -0.029627490643734378]]
[[0.01960459078082875, 0.009851243765609377], [-0.004827603234047421, -0.03908824406072175], [0.009975000000000001, 0.004975], [-0.004975, -0.029627490643734378]]
[[0.01960459078082875, 0.009851243765609377], [-0.004827603234047421, -0.03908824406072175], [0.009975000000000001, 0.004975], [-0.004975, -0.034479353190515705]]
[[0.019506567826924608, 0.00980198754678133], [-0.004827603234047421, -0.03908824406072175], [0.009975000000000001, 0.004975], [-0.004975, -0.034479353190515705]]
[[0.019506567826924608, 0.00980198754678133], [-0.004803465217877184, -0.04389280284041814], [0.009975000000000001, 0.004975], [-0.004975, -0.034479353190515705]]
[[0.024409034987789985, 0.009752977609047423], [-0.004803465217877184, -0.04389280284041814], [0.009975000000000001, 0.004975], [-0.004975, -0.034479353190515705]]
[[0.024409034987789985, 0.009752977609047423], [-0.004779447891787798, -0.043673338826216046], [0.009975000000000001, 0.004975], [-0.004975, -0.034479353190515705]]
[[0.024409034987789985, 0.009752977609047423], [-0.004755550652328859, -0.04845497213208497], [0.009975000000000001, 0.004975], [-0.004975, -0.034479353190515705]]
[[0.024409034987789985, 0.009752977609047423], [-0.004755550652328859, -0.04845497213208497], [0.009975000000000001, 0.004975], [-0.0049501250000000005, -0.034479353190515705]]
[[0.024409034987789985, 0.009752977609047423], [-0.004755550652328859, -0.04845497213208497], [0.009975000000000001, 0.0049501250000000005], [-0.0049501250000000005, -0.034479353190515705]]
[[0.024409034987789985, 0.009752977609047423], [-0.004731772899067215, -0.05321269727142454], [0.009975000000000001, 0.0049501250000000005], [-0.0049501250000000005, -0.034479353190515705]]
[[0.024409034987789985, 0.009752977609047423], [-0.0047081140345718794, -0.052946633785067414], [0.009975000000000001, 0.0049501250000000005], [-0.0049501250000000005, -0.034479353190515705]]
[[0.029286989812851036, 0.014704212721002186], [-0.0047081140345718794, -0.052946633785067414], [0.009975000000000001, 0.0049501250000000005], [-0.0049501250000000005, -0.034479353190515705]]
[[0.029286989812851036, 0.014704212721002186], [-0.0047081140345718794, -0.052946633785067414], [0.014925125000000001, 0.0049501250000000005], [-0.0049501250000000005, -0.034479353190515705]]
[[0.029286989812851036, 0.014704212721002186], [-0.0047081140345718794, -0.052946633785067414], [0.014925125000000001, 0.0049501250000000005], [-0.0049501250000000005, -0.03430695642456313]]
[[0.029286989812851036, 0.014704212721002186], [-0.0047081140345718794, -0.052946633785067414], [0.019850499375, 0.0049501250000000005], [-0.0049501250000000005, -0.03430695642456313]]
[[0.03414055486378678, 0.019630691657397177], [-0.0047081140345718794, -0.052946633785067414], [0.019850499375, 0.0049501250000000005], [-0.0049501250000000005, -0.03430695642456313]]
[[0.03414055486378678, 0.019630691657397177], [-0.0047081140345718794, -0.052946633785067414], [0.019751246878125, 0.0049501250000000005], [-0.0049501250000000005, -0.03430695642456313]]
[[0.03896985208946785, 0.019532538199110192], [-0.0047081140345718794, -0.052946633785067414], [0.019751246878125, 0.0049501250000000005], [-0.0049501250000000005, -0.03430695642456313]]
[[0.03896985208946785, 0.019532538199110192], [-0.00468457346439902, -0.05268190061614208], [0.019751246878125, 0.0049501250000000005], [-0.0049501250000000005, -0.03430695642456313]]
[[0.03896985208946785, 0.019532538199110192], [-0.004661150597077025, -0.05741849111306137], [0.019751246878125, 0.0049501250000000005], [-0.0049501250000000005, -0.03430695642456313]]
[[0.04377500282902051, 0.01943487550811464], [-0.004661150597077025, -0.05741849111306137], [0.019751246878125, 0.0049501250000000005], [-0.0049501250000000005, -0.03430695642456313]]
[[0.04377500282902051, 0.01943487550811464], [-0.00463784484409164, -0.06213139865749606], [0.019751246878125, 0.0049501250000000005], [-0.0049501250000000005, -0.03430695642456313]]
[[0.04377500282902051, 0.01943487550811464], [-0.00463784484409164, -0.06213139865749606], [0.019652490643734376, 0.0049501250000000005], [-0.0049501250000000005, -0.03430695642456313]]
[[0.04377500282902051, 0.01943487550811464], [-0.00463784484409164, -0.06213139865749606], [0.019652490643734376, 0.0049501250000000005], [-0.0049501250000000005, -0.03913542164244031]]
[[0.04377500282902051, 0.01943487550811464], [-0.004614655619871182, -0.06682074166420858], [0.019652490643734376, 0.0049501250000000005], [-0.0049501250000000005, -0.03913542164244031]]
[[0.04377500282902051, 0.01943487550811464], [-0.004614655619871182, -0.06682074166420858], [0.019652490643734376, 0.0049501250000000005], [-0.0049501250000000005, -0.04393974453422811]]
[[0.04355612781487541, 0.019337701130574068], [-0.004614655619871182, -0.06682074166420858], [0.019652490643734376, 0.0049501250000000005], [-0.0049501250000000005, -0.04393974453422811]]
[[0.04333834717580103, 0.019241012624921196], [-0.004614655619871182, -0.06682074166420858], [0.019652490643734376, 0.0049501250000000005], [-0.0049501250000000005, -0.04393974453422811]]
[[0.043121655439922024, 0.01914480756179659], [-0.004614655619871182, -0.06682074166420858], [0.019652490643734376, 0.0049501250000000005], [-0.0049501250000000005, -0.04393974453422811]]
[[0.04790604716272241, 0.02404908352398761], [-0.004614655619871182, -0.06682074166420858], [0.019652490643734376, 0.0049501250000000005], [-0.0049501250000000005, -0.04393974453422811]]
[[0.04790604716272241, 0.02404908352398761], [-0.004614655619871182, -0.06682074166420858], [0.024554228190515705, 0.0049501250000000005], [-0.0049501250000000005, -0.04393974453422811]]
[[0.04790604716272241, 0.02404908352398761], [-0.004614655619871182, -0.06682074166420858], [0.024554228190515705, 0.0049501250000000005], [-0.0049501250000000005, -0.043720045811556967]]
[[0.04790604716272241, 0.02404908352398761], [-0.004614655619871182, -0.06682074166420858], [0.029431457049563126, 0.0049501250000000005], [-0.0049501250000000005, -0.043720045811556967]]
[[0.0476665169269088, 0.02892883810636767], [-0.004614655619871182, -0.06682074166420858], [0.029431457049563126, 0.0049501250000000005], [-0.0049501250000000005, -0.043720045811556967]]
[[0.05242818434227425, 0.02878419391583583], [-0.004614655619871182, -0.06682074166420858], [0.029431457049563126, 0.0049501250000000005], [-0.0049501250000000005, -0.043720045811556967]]
[[0.05716604342056288, 0.03364027294625665], [-0.004614655619871182, -0.06682074166420858], [0.029431457049563126, 0.0049501250000000005], [-0.0049501250000000005, -0.043720045811556967]]
[[0.05716604342056288, 0.03364027294625665], [-0.004614655619871182, -0.06682074166420858], [0.029431457049563126, 0.0049501250000000005], [-0.004925374375, -0.043720045811556967]]
[[0.06188021320346007, 0.03347207158152536], [-0.004614655619871182, -0.06682074166420858], [0.029431457049563126, 0.0049501250000000005], [-0.004925374375, -0.043720045811556967]]
[[0.06188021320346007, 0.03347207158152536], [-0.004614655619871182, -0.06682074166420858], [0.029431457049563126, 0.0049501250000000005], [-0.004925374375, -0.04850144558249918]]
[[0.06188021320346007, 0.03347207158152536], [-0.004614655619871182, -0.06682074166420858], [0.029431457049563126, 0.0049501250000000005], [-0.004900747503125, -0.04850144558249918]]
[[0.06188021320346007, 0.03347207158152536], [-0.0045915823417718256, -0.07148663795588754], [0.029431457049563126, 0.0049501250000000005], [-0.004900747503125, -0.04850144558249918]]
[[0.06188021320346007, 0.03347207158152536], [-0.0045686244300629664, -0.0761292047661081], [0.029431457049563126, 0.0049501250000000005], [-0.004900747503125, -0.04850144558249918]]
[[0.06188021320346007, 0.03347207158152536], [-0.009545781307912652, -0.08074855874227756], [0.029431457049563126, 0.0049501250000000005], [-0.004900747503125, -0.04850144558249918]]
[[0.06188021320346007, 0.03347207158152536], [-0.009545781307912652, -0.08074855874227756], [0.029431457049563126, 0.0049501250000000005], [-0.004900747503125, -0.053258938354586685]]
[[0.06188021320346007, 0.03347207158152536], [-0.00949805240137309, -0.08534481594856617], [0.029431457049563126, 0.0049501250000000005], [-0.004900747503125, -0.053258938354586685]]
[[0.06188021320346007, 0.03347207158152536], [-0.00949805240137309, -0.08534481594856617], [0.029431457049563126, 0.0049501250000000005], [-0.004900747503125, -0.05799264366281375]]
[[0.06188021320346007, 0.03347207158152536], [-0.00949805240137309, -0.08534481594856617], [0.03428429976431531, 0.0049501250000000005], [-0.004900747503125, -0.05799264366281375]]
[[0.06657081213744277, 0.033304711223617736], [-0.00949805240137309, -0.08534481594856617], [0.03428429976431531, 0.0049501250000000005], [-0.004900747503125, -0.05799264366281375]]
[[0.07123795807675556, 0.033138187667499645], [-0.00949805240137309, -0.08534481594856617], [0.03428429976431531, 0.0049501250000000005], [-0.004900747503125, -0.05799264366281375]]
[[0.07123795807675556, 0.033138187667499645], [-0.00949805240137309, -0.08534481594856617], [0.03428429976431531, 0.009925374375], [-0.004900747503125, -0.05799264366281375]]
[[0.07588176828637179, 0.032972496729162144], [-0.00949805240137309, -0.08534481594856617], [0.03428429976431531, 0.009925374375], [-0.004900747503125, -0.05799264366281375]]
[[0.07588176828637179, 0.032972496729162144], [-0.014450562139366224, -0.08491809186882335], [0.03428429976431531, 0.009925374375], [-0.004900747503125, -0.05799264366281375]]
[[0.07588176828637179, 0.032972496729162144], [-0.014378309328669393, -0.08949350140947923], [0.03428429976431531, 0.009925374375], [-0.004900747503125, -0.05799264366281375]]
[[0.08050235944493993, 0.037807634245516336], [-0.014378309328669393, -0.08949350140947923], [0.03428429976431531, 0.009925374375], [-0.004900747503125, -0.05799264366281375]]
[[0.08050235944493993, 0.037807634245516336], [-0.014378309328669393, -0.08949350140947923], [0.03428429976431531, 0.014875747503125002], [-0.004900747503125, -0.05799264366281375]]
[[0.08050235944493993, 0.037807634245516336], [-0.014378309328669393, -0.08949350140947923], [0.03428429976431531, 0.014801368765609377], [-0.004900747503125, -0.05799264366281375]]
[[0.08050235944493993, 0.037807634245516336], [-0.014378309328669393, -0.08949350140947923], [0.039112878265493735, 0.014801368765609377], [-0.004900747503125, -0.05799264366281375]]
[[0.08050235944493993, 0.037807634245516336], [-0.019306417782026047, -0.09404603390243184], [0.039112878265493735, 0.014801368765609377], [-0.004900747503125, -0.05799264366281375]]
[[0.08050235944493993, 0.037807634245516336], [-0.019306417782026047, -0.09404603390243184], [0.04391731387416627, 0.014801368765609377], [-0.004900747503125, -0.05799264366281375]]
[[0.08050235944493993, 0.037807634245516336], [-0.01920988569311592, -0.09857580373291969], [0.04391731387416627, 0.014801368765609377], [-0.004900747503125, -0.05799264366281375]]
[[0.08050235944493993, 0.037807634245516336], [-0.01920988569311592, -0.09857580373291969], [0.04391731387416627, 0.014801368765609377], [-0.004900747503125, -0.06270268044449968]]
[[0.08050235944493993, 0.037807634245516336], [-0.01920988569311592, -0.09857580373291969], [0.04391731387416627, 0.01472736192178133], [-0.004900747503125, -0.06270268044449968]]
[[0.08050235944493993, 0.037807634245516336], [-0.01920988569311592, -0.09857580373291969], [0.04391731387416627, 0.014653725112172424], [-0.004900747503125, -0.06270268044449968]]
[[0.08050235944493993, 0.037807634245516336], [-0.02411383626465034, -0.10308292471425509], [0.04391731387416627, 0.014653725112172424], [-0.004900747503125, -0.06270268044449968]]
[[0.08509984764771522, 0.03761859607428875], [-0.02411383626465034, -0.10308292471425509], [0.04391731387416627, 0.014653725112172424], [-0.004900747503125, -0.06270268044449968]]
[[0.08967434840947665, 0.03743050309391731], [-0.02411383626465034, -0.10308292471425509], [0.04391731387416627, 0.014653725112172424], [-0.004900747503125, -0.06270268044449968]]
[[0.09422597666742927, 0.04224335057844772], [-0.02411383626465034, -0.10308292471425509], [0.04391731387416627, 0.014653725112172424], [-0.004900747503125, -0.06270268044449968]]
[[0.09422597666742927, 0.04224335057844772], [-0.02411383626465034, -0.10308292471425509], [0.04369772730479544, 0.014653725112172424], [-0.004900747503125, -0.06270268044449968]]
[[0.09422597666742927, 0.04224335057844772], [-0.02411383626465034, -0.10308292471425509], [0.04369772730479544, 0.014580456486611562], [-0.004900747503125, -0.06270268044449968]]
[[0.09422597666742927, 0.04224335057844772], [-0.028993267083327088, -0.10756751009068381], [0.04369772730479544, 0.014580456486611562], [-0.004900747503125, -0.06270268044449968]]
