[[0, 0], [0, 0], [0.0, 0.0], [0, 0]]
[[0, 0], [0, 0], [0.0, 0.0], [0, 0]]
[[0, 0], [0, 0], [0.0, 0.0], [1.25e-05, -0.004987500000000001]]
[[0, 0], [0, 0], [0.0, 0.0], [2.493734375e-05, -0.0049501251562500004]]
[[0, 0], [0, 0], [0.0, 0.0], [4.981218906445313e-05, -0.009900499685154298]]
[[0, 0], [1.25e-05, -0.004987500000000001], [0.0, 0.0], [4.981218906445313e-05, -0.009900499685154298]]
[[-1.25e-05, 0.004987500000000001], [1.25e-05, -0.004987500000000001], [0.0, 0.0], [4.981218906445313e-05, -0.009900499685154298]]
[[0.004962624999999999, 0.004937625000000001], [1.25e-05, -0.004987500000000001], [0.0, 0.0], [4.981218906445313e-05, -0.009900499685154298]]
[[0.0098879990625, 0.0098631240625], [1.25e-05, -0.004987500000000001], [0.0, 0.0], [4.981218906445313e-05, -0.009900499685154298]]
[[0.0098879990625, 0.0098631240625], [1.25e-05, -0.004987500000000001], [0.0, 0.0], [7.443735545307616e-05, -0.009875625457820354]]
[[0.00977649531875, 0.01475174469375], [1.25e-05, -0.004987500000000001], [0.0, 0.0], [7.443735545307616e-05, -0.009875625457820354]]
[[0.00977649531875, 0.01475174469375], [2.4875e-05, -0.0049501250000000005], [0.0, 0.0], [7.443735545307616e-05, -0.009875625457820354]]
[[0.014653359412460938, 0.014603732540585938], [2.4875e-05, -0.0049501250000000005], [0.0, 0.0], [7.443735545307616e-05, -0.009875625457820354]]
[[0.014653359412460938, 0.014603732540585938], [-0.004937874062500001, -0.0098879990625], [0.0, 0.0], [7.443735545307616e-05, -0.009875625457820354]]
[[0.014653359412460938, 0.014603732540585938], [-0.00986349625625, -0.00978887063125], [0.0, 0.0], [7.443735545307616e-05, -0.009875625457820354]]
[[0.014653359412460938, 0.014603732540585938], [-0.00986349625625, -0.00978887063125], [0.0, 0.0], [0.00011168628118340856, -0.01478899840480092]]
[[0.014653359412460938, 0.014603732540585938], [-0.014739738781210937, -0.014665486284335939], [0.0, 0.0], [0.00011168628118340856, -0.01478899840480092]]
[[0.0194937104528518, 0.014444331715336173], [-0.014739738781210937, -0.014665486284335939], [0.0, 0.0], [0.00011168628118340856, -0.01478899840480092]]
[[0.0194937104528518, 0.014444331715336173], [-0.014739738781210937, -0.014665486284335939], [0.0, 0.0], [0.00014837539335923227, -0.014751750861219179]]
[[0.0194937104528518, 0.014444331715336173], [-0.014579472293515859, -0.019505591059125235], [0.0, 0.0], [0.00014837539335923227, -0.014751750861219179]]
[[0.02429779164885344, 0.014273659805025391], [-0.014579472293515859, -0.019505591059125235], [0.0, 0.0], [0.00014837539335923227, -0.014751750861219179]]
[[0.02429779164885344, 0.014273659805025391], [-0.0193954399772282, -0.02429692814900953], [0.0, 0.0], [0.00014837539335923227, -0.014751750861219179]]
[[0.02429779164885344, 0.014273659805025391], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.00014837539335923227, -0.014751750861219179]]
[[0.02429779164885344, 0.014273659805025391], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.00019793484453064733, -0.019628432655741667]]
[[0.02429779164885344, 0.014273659805025391], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.00024724402426064865, -0.01948098131273296]]
[[0.02407834469013374, 0.014104333505524832], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.00024724402426064865, -0.01948098131273296]]
[[0.02884798475621002, 0.013923843627524154], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.00024724402426064865, -0.01948098131273296]]
[[0.02884798475621002, 0.013923843627524154], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.0003088035675416967, -0.024322016862888245]]
[[0.02884798475621002, 0.013923843627524154], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.0003688153204794172, -0.024260461092112818]]
[[0.02884798475621002, 0.013923843627524154], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.0004285224915622233, -0.024198909844427616]]
[[0.03356932646300828, 0.018719806039965845], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.0004285224915622233, -0.024198909844427616]]
[[0.03356932646300828, 0.018719806039965845], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.0004285224915622233, -0.024198909844427616]]
[[0.03356932646300828, 0.018719806039965845], [-0.019175383497296083, -0.029052364228218504], [0.0, 0.0], [0.0004285224915622233, -0.024198909844427616]]
[[0.03356932646300828, 0.018719806039965845], [-0.019175383497296083, -0.029052364228218504], [0.004987500000000001, -1.25e-05], [0.0004285224915622233, -0.024198909844427616]]
[[0.033267733553119655, 0.01849246073219243], [-0.019175383497296083, -0.029052364228218504], [0.004987500000000001, -1.25e-05], [0.0004285224915622233, -0.024198909844427616]]
[[0.033267733553119655, 0.01849246073219243], [-0.019175383497296083, -0.029052364228218504], [0.004987500000000001, -1.25e-05], [0.000502260626477856, -0.029004177160289846]]
[[0.03795581733916834, 0.018254420882345752], [-0.019175383497296083, -0.029052364228218504], [0.004987500000000001, -1.25e-05], [0.000502260626477856, -0.029004177160289846]]
[[0.03795581733916834, 0.018254420882345752], [-0.019175383497296083, -0.029052364228218504], [0.009937625156250001, -3.743734375e-05], [0.000502260626477856, -0.029004177160289846]]
[[0.03795581733916834, 0.018254420882345752], [-0.018957042696163856, -0.028784638523431664], [0.009937625156250001, -3.743734375e-05], [0.000502260626477856, -0.029004177160289846]]
[[0.03795581733916834, 0.018254420882345752], [-0.018957042696163856, -0.028784638523431664], [0.014850624841404298, -7.474953281445313e-05], [0.000502260626477856, -0.029004177160289846]]
[[0.03795581733916834, 0.018254420882345752], [-0.02371540591845552, -0.03349386376658699], [0.014850624841404298, -7.474953281445313e-05], [0.000502260626477856, -0.029004177160289846]]
[[0.04260868859401771, 0.018005799119479235], [-0.02371540591845552, -0.03349386376658699], [0.014850624841404298, -7.474953281445313e-05], [0.000502260626477856, -0.029004177160289846]]
[[0.04260868859401771, 0.018005799119479235], [-0.023438211582456858, -0.03816777714134767], [0.014850624841404298, -7.474953281445313e-05], [0.000502260626477856, -0.029004177160289846]]
[[0.04260868859401771, 0.018005799119479235], [-0.023150696304670225, -0.042806614035766584], [0.014850624841404298, -7.474953281445313e-05], [0.000502260626477856, -0.029004177160289846]]
[[0.04260868859401771, 0.018005799119479235], [-0.022852970224371896, -0.047410608366812775], [0.014850624841404298, -7.474953281445313e-05], [0.000502260626477856, -0.029004177160289846]]
[[0.04223908224088511, 0.017759207213719323], [-0.022852970224371896, -0.047410608366812775], [0.014850624841404298, -7.474953281445313e-05], [0.000502260626477856, -0.029004177160289846]]
