[0, -0.015, 0, 0]
[0.12822051825187328, -0.13748777499659948, 0.09515442029328412, -0.06874488207234679]
[0.12822051825187328, -0.13748777499659948, 0.09515442029328412, -0.08180318719321392]
[0.12822051825187328, -0.13748777499659948, 0.09493111715704805, -0.08180318719321392]
[0.12822051825187328, -0.14836314174670148, 0.09493111715704805, -0.08180318719321392]
[0.12822051825187328, -0.14836314174670148, 0.09493111715704805, -0.08111549771579447]
[0.12822051825187328, -0.14836314174670148, 0.09493111715704805, -0.0804119369487255]
[0.12822051825187328, -0.15891224749430044, 0.09493111715704805, -0.0804119369487255]
[0.12437390270431709, -0.15891224749430044, 0.09493111715704805, -0.0804119369487255]
[0.12437390270431709, -0.16914488006947143, 0.09493111715704805, -0.0804119369487255]
[0.12437390270431709, -0.16914488006947143, 0.09493111715704805, -0.07969329763304167]
[0.12437390270431709, -0.1790705336673873, 0.09493111715704805, -0.07969329763304167]
[0.12437390270431709, -0.1790705336673873, 0.09493111715704805, -0.07896035551289349]
[0.12437390270431709, -0.1790705336673873, 0.0946717941121784, -0.07896035551289349]
[0.12437390270431709, -0.1790705336673873, 0.0946717941121784, -0.07652808846177674]
[0.12437390270431709, -0.20369841765736568, 0.0946717941121784, -0.07652808846177674]
[0.12437390270431709, -0.20369841765736568, 0.09150562304498573, -0.07652808846177674]
[0.13564268562318757, -0.20369841765736568, 0.09150562304498573, -0.07652808846177674]
[0.13564268562318757, -0.20369841765736568, 0.1033932595794386, -0.07652808846177674]
[0.13564268562318757, -0.2125874651276447, 0.1033932595794386, -0.07652808846177674]
[0.13564268562318757, -0.22120984117381537, 0.1033932595794386, -0.07652808846177674]
[0.13564268562318757, -0.22120984117381537, 0.11487774005104713, -0.07652808846177674]
[0.13564268562318757, -0.22120984117381537, 0.11096599112548444, -0.07652808846177674]
[0.14657340505449193, -0.22120984117381537, 0.11096599112548444, -0.07652808846177674]
[0.14657340505449193, -0.22120984117381537, 0.12212165997168216, -0.07652808846177674]
[0.14657340505449193, -0.22120984117381537, 0.12169751257178267, -0.07652808846177674]
[0.14657340505449193, -0.22120984117381537, 0.13243862633195763, -0.07652808846177674]
[0.14657340505449193, -0.2295735459386009, 0.13243862633195763, -0.07652808846177674]
[0.14657340505449193, -0.23768633956044288, 0.13243862633195763, -0.07652808846177674]
[0.14657340505449193, -0.23768633956044288, 0.13243862633195763, -0.07577146307751204]
[0.14657340505449193, -0.23768633956044288, 0.13243862633195763, -0.07500343929639039]
[0.14657340505449193, -0.23768633956044288, 0.14279790929747796, -0.07500343929639039]
[0.14657340505449193, -0.2305557493736296, 0.14279790929747796, -0.07500343929639039]
[0.14657340505449193, -0.23863907689242073, 0.14279790929747796, -0.07500343929639039]
[0.14657340505449193, -0.23863907689242073, 0.15278215471484882, -0.07500343929639039]
[0.14657340505449193, -0.2464799045856481, 0.15278215471484882, -0.07500343929639039]
[0.14657340505449193, -0.2464799045856481, 0.16239812080007687, -0.07500343929639039]
[0.14657340505449193, -0.2540855074480787, 0.16239812080007687, -0.07500343929639039]
[0.15717620290285717, -0.2540855074480787, 0.16239812080007687, -0.07500343929639039]
[0.16746091681577144, -0.2540855074480787, 0.16239812080007687, -0.07500343929639039]
[0.16746091681577144, -0.2540855074480787, 0.16239812080007687, -0.08922470468101902]
[0.16746091681577144, -0.2540855074480787, 0.15665252874838806, -0.08922470468101902]
[0.16746091681577144, -0.2540855074480787, 0.15665252874838806, -0.10297918098700233]
[0.16746091681577144, -0.2540855074480787, 0.15100881082031312, -0.10297918098700233]
[0.16746091681577144, -0.2540855074480787, 0.15100881082031312, -0.101274682372362]
[0.16746091681577144, -0.24646294222463633, 0.15100881082031312, -0.101274682372362]
[0.1924370893112983, -0.24646294222463633, 0.15100881082031312, -0.101274682372362]
[0.18666397663195936, -0.24646294222463633, 0.15100881082031312, -0.101274682372362]
[0.18666397663195936, -0.26906905395789726, 0.15100881082031312, -0.101274682372362]
[0.21106405733300057, -0.26906905395789726, 0.15100881082031312, -0.101274682372362]
[0.21973213561301055, -0.26906905395789726, 0.15100881082031312, -0.101274682372362]
[0.21973213561301055, -0.2909969823391603, 0.15100881082031312, -0.101274682372362]
[0.21973213561301055, -0.2822670728689855, 0.15100881082031312, -0.101274682372362]
[0.21973213561301055, -0.28879906068291594, 0.15100881082031312, -0.101274682372362]
[0.21973213561301055, -0.28879906068291594, 0.1604664504652113, -0.101274682372362]
[0.21973213561301055, -0.28879906068291594, 0.16956815101805317, -0.101274682372362]
[0.21973213561301055, -0.29513508886242845, 0.16956815101805317, -0.101274682372362]
[0.22814017154462024, -0.29513508886242845, 0.16956815101805317, -0.101274682372362]
[0.22814017154462024, -0.29513508886242845, 0.16332049488635167, -0.101274682372362]
[0.2512959663982816, -0.29513508886242845, 0.16332049488635167, -0.101274682372362]
[0.2587570874063332, -0.29513508886242845, 0.16332049488635167, -0.101274682372362]
[0.2809943747841432, -0.29513508886242845, 0.16332049488635167, -0.101274682372362]
[0.2875645435406189, -0.29513508886242845, 0.16332049488635167, -0.101274682372362]
[0.2875645435406189, -0.29513508886242845, 0.16332049488635167, -0.0995757451090933]
[0.2875645435406189, -0.29513508886242845, 0.17218677421590237, -0.0995757451090933]
[0.2939376072344003, -0.29513508886242845, 0.17218677421590237, -0.0995757451090933]
[0.3001194790173683, -0.29513508886242845, 0.17218677421590237, -0.0995757451090933]
[0.3001194790173683, -0.3012810361965556, 0.17218677421590237, -0.0995757451090933]
[0.30611589464684724, -0.3012810361965556, 0.17218677421590237, -0.0995757451090933]
[0.30611589464684724, -0.3012810361965556, 0.17218677421590237, -0.11211261500573917]
[0.30611589464684724, -0.3012810361965556, 0.16570958111716938, -0.11211261500573917]
[0.3119324178074418, -0.3012810361965556, 0.16570958111716938, -0.11211261500573917]
[0.3119324178074418, -0.3012810361965556, 0.16570958111716938, -0.12422292812873309]
[0.3119324178074418, -0.3012810361965556, 0.17435213449989564, -0.12422292812873309]
[0.3119324178074418, -0.3012810361965556, 0.16765695282061518, -0.12422292812873309]
[0.3119324178074418, -0.30724260511065893, 0.16765695282061518, -0.12422292812873309]
[0.3119324178074418, -0.30724260511065893, 0.17608718096294385, -0.12422292812873309]
[0.31757444527321854, -0.30724260511065893, 0.17608718096294385, -0.12422292812873309]
[0.33804721191502196, -0.30724260511065893, 0.17608718096294385, -0.12422292812873309]
[0.33804721191502196, -0.30724260511065893, 0.18418526302956933, -0.12422292812873309]
[0.33804721191502196, -0.30724260511065893, 0.19195751926583274, -0.12422292812873309]
[0.33804721191502196, -0.30724260511065893, 0.19195751926583274, -0.13591403154037926]
[0.33804721191502196, -0.32802532695733916, 0.19195751926583274, -0.13591403154037926]
[0.33804721191502196, -0.32802532695733916, 0.18441022693133863, -0.13591403154037926]
[0.33804721191502196, -0.32802532695733916, 0.19200636876476024, -0.13591403154037926]
[0.33804721191502196, -0.32802532695733916, 0.19200636876476024, -0.13416511176444854]
[0.33804721191502196, -0.32802532695733916, 0.19200636876476024, -0.13240828528150173]
[0.33804721191502196, -0.32802532695733916, 0.19200636876476024, -0.1286534430351781]
[0.33804721191502196, -0.333184567148619, 0.19200636876476024, -0.1286534430351781]
[0.33804721191502196, -0.333184567148619, 0.19200636876476024, -0.13995335200687833]
[0.33804721191502196, -0.333184567148619, 0.1912041112227587, -0.13995335200687833]
[0.33804721191502196, -0.333184567148619, 0.1912041112227587, -0.13816363345232485]
[0.33804721191502196, -0.333184567148619, 0.1984827304381808, -0.13816363345232485]
[0.33804721191502196, -0.3381890301341604, 0.1984827304381808, -0.13816363345232485]
[0.33804721191502196, -0.3381890301341604, 0.20545367384844304, -0.13816363345232485]
[0.3279057955575713, -0.3381890301341604, 0.20545367384844304, -0.13816363345232485]
[0.3279057955575713, -0.3381890301341604, 0.20545367384844304, -0.15136543281935444]
[0.3279057955575713, -0.3280433592301356, 0.20545367384844304, -0.15136543281935444]
[0.33306862169084417, -0.3280433592301356, 0.20545367384844304, -0.15136543281935444]
[0.33807656304011885, -0.3280433592301356, 0.20545367384844304, -0.15136543281935444]
[0.33807656304011885, -0.3280433592301356, 0.20545367384844304, -0.14910306376060442]
[0.33807656304011885, -0.3280433592301356, 0.21212303480316563, -0.14910306376060442]
[0.33807656304011885, -0.3280433592301356, 0.20349685956358513, -0.14910306376060442]
[0.33807656304011885, -0.3280433592301356, 0.20349685956358513, -0.14684146939492462]
[0.33807656304011885, -0.3280433592301356, 0.20349685956358513, -0.1445816441989875]
[0.33807656304011885, -0.3280433592301356, 0.20349685956358513, -0.15732455201903897]
[0.33807656304011885, -0.33320205845323153, 0.20349685956358513, -0.15732455201903897]
[0.34293426614891526, -0.33320205845323153, 0.20349685956358513, -0.15732455201903897]
[0.34293426614891526, -0.3382059966996346, 0.20349685956358513, -0.15732455201903897]
[0.34293426614891526, -0.3580598167986455, 0.20349685956358513, -0.15732455201903897]
[0.34293426614891526, -0.3580598167986455, 0.20349685956358513, -0.16961437655608033]
[0.3476462381644478, -0.3580598167986455, 0.20349685956358513, -0.16961437655608033]
[0.3476462381644478, -0.3580598167986455, 0.19503789599438842, -0.16961437655608033]
[0.3476462381644478, -0.3580598167986455, 0.20174493427907014, -0.16961437655608033]
[0.3476462381644478, -0.3580598167986455, 0.20174493427907014, -0.1664591798875602]
[0.35221685101951433, -0.3580598167986455, 0.20174493427907014, -0.1664591798875602]
[0.3566503454889289, -0.3580598167986455, 0.20174493427907014, -0.1664591798875602]
[0.3566503454889289, -0.3580598167986455, 0.20174493427907014, -0.17832373248814629]
[0.360950835124261, -0.3580598167986455, 0.20174493427907014, -0.17832373248814629]
[0.360950835124261, -0.3623180222946861, 0.20174493427907014, -0.17832373248814629]
[0.360950835124261, -0.3623180222946861, 0.20174493427907014, -0.1747521028310951]
[0.360950835124261, -0.3623180222946861, 0.20815997619478582, -0.1747521028310951]
[0.3651223100705332, -0.3623180222946861, 0.20815997619478582, -0.1747521028310951]
[0.3651223100705332, -0.36644848162584553, 0.20815997619478582, -0.1747521028310951]
[0.3691686407684172, -0.36644848162584553, 0.20815997619478582, -0.1747521028310951]
[0.3691686407684172, -0.38545502717707014, 0.20815997619478582, -0.1747521028310951]
[0.3880935815453647, -0.38545502717707014, 0.20815997619478582, -0.1747521028310951]
[0.3880935815453647, -0.388891376361758, 0.20815997619478582, -0.1747521028310951]
[0.39145077409900375, -0.388891376361758, 0.20815997619478582, -0.1747521028310951]
[0.39470725087603364, -0.388891376361758, 0.20815997619478582, -0.1747521028310951]
[0.39470725087603364, -0.388891376361758, 0.20815997619478582, -0.18555392637832901]
[0.39470725087603364, -0.37722463507090526, 0.20815997619478582, -0.18555392637832901]
[0.39470725087603364, -0.37722463507090526, 0.21428889486374236, -0.18555392637832901]
[0.3828660333497526, -0.37722463507090526, 0.21428889486374236, -0.18555392637832901]
[0.40138005234926005, -0.37722463507090526, 0.21428889486374236, -0.18555392637832901]
[0.4043386507787822, -0.37722463507090526, 0.21428889486374236, -0.18555392637832901]
[0.4043386507787822, -0.37722463507090526, 0.21428889486374236, -0.18094819595227565]
[0.40720849125541875, -0.37722463507090526, 0.21428889486374236, -0.18094819595227565]
[0.40720849125541875, -0.3809078960187781, 0.21428889486374236, -0.18094819595227565]
[0.40720849125541875, -0.3809078960187781, 0.22013751596994155, -0.18094819595227565]
[0.40720849125541875, -0.3809078960187781, 0.22013751596994155, -0.19139921075082536]
[0.4249922365177562, -0.3809078960187781, 0.22013751596994155, -0.19139921075082536]
[0.4249922365177562, -0.3844806591382148, 0.22013751596994155, -0.19139921075082536]
[0.41224246942222353, -0.3844806591382148, 0.22013751596994155, -0.19139921075082536]
[0.41224246942222353, -0.37294623936406834, 0.22013751596994155, -0.19139921075082536]
[0.41224246942222353, -0.37294623936406834, 0.22013751596994155, -0.2014505654605807]
[0.41224246942222353, -0.37294623936406834, 0.22013751596994155, -0.1978817363797913]
[0.4148751953395568, -0.37294623936406834, 0.22013751596994155, -0.1978817363797913]
[0.4148751953395568, -0.37294623936406834, 0.21071161656076828, -0.1978817363797913]
[0.4148751953395568, -0.36175785218314627, 0.21071161656076828, -0.1978817363797913]
[0.4174289394793701, -0.36175785218314627, 0.21071161656076828, -0.1978817363797913]
[0.434906071294989, -0.36175785218314627, 0.21071161656076828, -0.1978817363797913]
[0.434906071294989, -0.36175785218314627, 0.21647367390641786, -0.1978817363797913]
[0.434906071294989, -0.3659051166176519, 0.21647367390641786, -0.1978817363797913]
[0.434906071294989, -0.3659051166176519, 0.22196545637844006, -0.1978817363797913]
[0.434906071294989, -0.36992796311912235, 0.22196545637844006, -0.1978817363797913]
[0.434906071294989, -0.36992796311912235, 0.22196545637844006, -0.1943309253900547]
[0.434906071294989, -0.36992796311912235, 0.2271926009209313, -0.1943309253900547]
[0.4518588891561393, -0.36992796311912235, 0.2271926009209313, -0.1943309253900547]
[0.4518588891561393, -0.3738301242255487, 0.2271926009209313, -0.1943309253900547]
[0.4518588891561393, -0.3738301242255487, 0.2271926009209313, -0.20579918981358467]
[0.4518588891561393, -0.3738301242255487, 0.2171606944567334, -0.20579918981358467]
[0.4518588891561393, -0.3926152204987822, 0.2171606944567334, -0.20579918981358467]
[0.4518588891561393, -0.38083676388381876, 0.2171606944567334, -0.20579918981358467]
[0.4518588891561393, -0.3994116609673042, 0.2171606944567334, -0.20579918981358467]
[0.4518588891561393, -0.4174293111382851, 0.2171606944567334, -0.20579918981358467]
[0.43830312248145514, -0.4174293111382851, 0.2171606944567334, -0.20579918981358467]
[0.43830312248145514, -0.4349064318041365, 0.2171606944567334, -0.20579918981358467]
[0.4251540288070115, -0.4349064318041365, 0.2171606944567334, -0.20579918981358467]
[0.4273994079428011, -0.4349064318041365, 0.2171606944567334, -0.20579918981358467]
[0.4273994079428011, -0.4349064318041365, 0.2171606944567334, -0.21545531041009178]
[0.4273994079428011, -0.43685923885001243, 0.2171606944567334, -0.21545531041009178]
[0.42957742570451707, -0.43685923885001243, 0.2171606944567334, -0.21545531041009178]
[0.43169010293338156, -0.43685923885001243, 0.2171606944567334, -0.21545531041009178]
[0.4187393998453801, -0.43685923885001243, 0.2171606944567334, -0.21545531041009178]
[0.4187393998453801, -0.43685923885001243, 0.2171606944567334, -0.2264841112814255]
[0.4187393998453801, -0.43685923885001243, 0.2171606944567334, -0.22208013027654258]
[0.4187393998453801, -0.43685923885001243, 0.22233202287395587, -0.22208013027654258]
[0.4187393998453801, -0.42375346168451206, 0.22233202287395587, -0.22208013027654258]
[0.4187393998453801, -0.42375346168451206, 0.22233202287395587, -0.2177083326431817]
[0.4187393998453801, -0.42375346168451206, 0.2272481620283684, -0.2177083326431817]
[0.4061772178500187, -0.42375346168451206, 0.2272481620283684, -0.2177083326431817]
[0.4061772178500187, -0.4410408578339767, 0.2272481620283684, -0.2177083326431817]
[0.4061772178500187, -0.4410408578339767, 0.2272481620283684, -0.21336972018913222]
[0.4089919013145181, -0.4410408578339767, 0.2272481620283684, -0.21336972018913222]
[0.4089919013145181, -0.4410408578339767, 0.2272481620283684, -0.20906524973461912]
[0.4089919013145181, -0.44280963209895735, 0.2272481620283684, -0.20906524973461912]
[0.4089919013145181, -0.44280963209895735, 0.2272481620283684, -0.2047958340313608]
[0.4089919013145181, -0.44280963209895735, 0.2272481620283684, -0.20056234267388615]
[0.4089919013145181, -0.4295253431359886, 0.2272481620283684, -0.20056234267388615]
[0.4089919013145181, -0.43163958284190895, 0.2272481620283684, -0.20056234267388615]
[0.4117221442750826, -0.43163958284190895, 0.2272481620283684, -0.20056234267388615]
[0.4117221442750826, -0.43369039535665166, 0.2272481620283684, -0.20056234267388615]
[0.4117221442750826, -0.43369039535665166, 0.23191455533523578, -0.20056234267388615]
[0.4117221442750826, -0.43369039535665166, 0.2363365952929963, -0.20056234267388615]
[0.4117221442750826, -0.4206796834959521, 0.2363365952929963, -0.20056234267388615]
[0.4117221442750826, -0.4206796834959521, 0.24051962258414217, -0.20056234267388615]
[0.4117221442750826, -0.4206796834959521, 0.24051962258414217, -0.1963656030029325]
[0.4117221442750826, -0.4206796834959521, 0.24446892522639077, -0.1963656030029325]
[0.41437047994683013, -0.4206796834959521, 0.24446892522639077, -0.1963656030029325]
[0.4169393655484252, -0.4206796834959521, 0.24446892522639077, -0.1963656030029325]
[0.4169393655484252, -0.4206796834959521, 0.24446892522639077, -0.2072064010007561]
[0.4169393655484252, -0.4206796834959521, 0.24446892522639077, -0.21762873217819467]
[0.4194311845819724, -0.4206796834959521, 0.24446892522639077, -0.21762873217819467]
[0.43684824904451325, -0.4206796834959521, 0.24446892522639077, -0.21762873217819467]
[0.42374280157317784, -0.4206796834959521, 0.24446892522639077, -0.21762873217819467]
[0.42374280157317784, -0.4206796834959521, 0.24446892522639077, -0.2126404604908299]
[0.42374280157317784, -0.4206796834959521, 0.24818973777302006, -0.2126404604908299]
[0.42374280157317784, -0.4080592929910735, 0.24818973777302006, -0.2126404604908299]
[0.42603051752598253, -0.4080592929910735, 0.24818973777302006, -0.2126404604908299]
[0.42603051752598253, -0.4108175142013413, 0.24818973777302006, -0.2126404604908299]
[0.42603051752598253, -0.4108175142013413, 0.2516872405612526, -0.2126404604908299]
[0.4432496020002031, -0.4108175142013413, 0.2516872405612526, -0.2126404604908299]
[0.4432496020002031, -0.4108175142013413, 0.2516872405612526, -0.22207544802798476]
[0.4432496020002031, -0.4134929887753011, 0.2516872405612526, -0.22207544802798476]
[0.4432496020002031, -0.4134929887753011, 0.2516872405612526, -0.21716480564417]
[0.4432496020002031, -0.4134929887753011, 0.2549665590075856, -0.21716480564417]
[0.4432496020002031, -0.4134929887753011, 0.2549665590075856, -0.22730375836932984]
[0.444952113940197, -0.4134929887753011, 0.2549665590075856, -0.22730375836932984]
[0.444952113940197, -0.4160881991120421, 0.2549665590075856, -0.22730375836932984]
[0.444952113940197, -0.4160881991120421, 0.2549665590075856, -0.23703625582146867]
[0.444952113940197, -0.4160881991120421, 0.2430327629489752, -0.23703625582146867]
[0.444952113940197, -0.4160881991120421, 0.2430327629489752, -0.23116572764764698]
[0.444952113940197, -0.4160881991120421, 0.2430327629489752, -0.24036729074159852]
[0.444952113940197, -0.4186055531386808, 0.2430327629489752, -0.24036729074159852]
[0.4466035505219911, -0.4186055531386808, 0.2430327629489752, -0.24036729074159852]
[0.46320544400633135, -0.4186055531386808, 0.2430327629489752, -0.24036729074159852]
[0.4493092806861414, -0.4186055531386808, 0.2430327629489752, -0.24036729074159852]
[0.45083000226555714, -0.4186055531386808, 0.2430327629489752, -0.24036729074159852]
[0.4523051021975904, -0.4186055531386808, 0.2430327629489752, -0.24036729074159852]
[0.4523051021975904, -0.4210473865445204, 0.2430327629489752, -0.24036729074159852]
[0.4523051021975904, -0.4210473865445204, 0.2430327629489752, -0.24918464166189777]
[0.4523051021975904, -0.4084159649481848, 0.2430327629489752, -0.24918464166189777]
[0.4523051021975904, -0.4084159649481848, 0.24634761602879607, -0.24918464166189777]
[0.4523051021975904, -0.4084159649481848, 0.24634761602879607, -0.24359943354915264]
[0.4387359491316627, -0.4084159649481848, 0.24634761602879607, -0.24359943354915264]
[0.4387359491316627, -0.4084159649481848, 0.24945216708900936, -0.24359943354915264]
[0.4387359491316627, -0.4084159649481848, 0.24945216708900936, -0.2530721619346928]
[0.4405738706577128, -0.4084159649481848, 0.24945216708900936, -0.2530721619346928]
[0.4405738706577128, -0.41116348599973923, 0.24945216708900936, -0.2530721619346928]
[0.4405738706577128, -0.41116348599973923, 0.24945216708900936, -0.261571870424507]
[0.4405738706577128, -0.41382858141974704, 0.24945216708900936, -0.261571870424507]
[0.42735665453798144, -0.41382858141974704, 0.24945216708900936, -0.261571870424507]
[0.429535954901842, -0.41382858141974704, 0.24945216708900936, -0.261571870424507]
[0.429535954901842, -0.41382858141974704, 0.25235132814222616, -0.261571870424507]
[0.429535954901842, -0.41382858141974704, 0.25235132814222616, -0.25567383102165053]
[0.429535954901842, -0.41382858141974704, 0.25235132814222616, -0.26383350389302035]
[0.4166498762547867, -0.41382858141974704, 0.25235132814222616, -0.26383350389302035]
[0.4191503799671431, -0.41382858141974704, 0.25235132814222616, -0.26383350389302035]
[0.4191503799671431, -0.41382858141974704, 0.24004995626618247, -0.26383350389302035]
[0.4191503799671431, -0.41382858141974704, 0.22800960306610032, -0.26383350389302035]
[0.4191503799671431, -0.41382858141974704, 0.2312278561406409, -0.26383350389302035]
[0.40657586856812883, -0.41382858141974704, 0.2312278561406409, -0.26383350389302035]
[0.40657586856812883, -0.41641372397715465, 0.2312278561406409, -0.26383350389302035]
[0.40657586856812883, -0.41641372397715465, 0.23424550908768196, -0.26383350389302035]
[0.40657586856812883, -0.41641372397715465, 0.22206722196722234, -0.26383350389302035]
[0.40657586856812883, -0.41641372397715465, 0.22515435321049126, -0.26383350389302035]
[0.40937859251108494, -0.41641372397715465, 0.22515435321049126, -0.26383350389302035]
[0.40937859251108494, -0.43392131225784003, 0.22515435321049126, -0.26383350389302035]
[0.4120972347357524, -0.43392131225784003, 0.22515435321049126, -0.26383350389302035]
[0.4120972347357524, -0.43392131225784003, 0.22515435321049126, -0.2730288152808193]
[0.4120972347357524, -0.43392131225784003, 0.22515435321049126, -0.26682540436010793]
[0.4120972347357524, -0.42090367289010483, 0.22515435321049126, -0.26682540436010793]
[0.4120972347357524, -0.4382765627034017, 0.22515435321049126, -0.26682540436010793]
[0.4297343176936798, -0.4382765627034017, 0.22515435321049126, -0.26682540436010793]
[0.4297343176936798, -0.4382765627034017, 0.22515435321049126, -0.2746870267276767]
[0.4468422881628694, -0.4382765627034017, 0.22515435321049126, -0.2746870267276767]
[0.4468422881628694, -0.44012826582229964, 0.22515435321049126, -0.2746870267276767]
[0.4468422881628694, -0.44012826582229964, 0.22515435321049126, -0.267189191262191]
[0.43343701951798336, -0.44012826582229964, 0.22515435321049126, -0.267189191262191]
[0.42043390893244387, -0.44012826582229964, 0.22515435321049126, -0.267189191262191]
[0.42043390893244387, -0.44012826582229964, 0.2280475510575174, -0.267189191262191]
[0.42043390893244387, -0.44012826582229964, 0.2280475510575174, -0.26112689932439187]
[0.42043390893244387, -0.44012826582229964, 0.2280475510575174, -0.2687794492342324]
[0.42043390893244387, -0.44012826582229964, 0.2280475510575174, -0.2628259153995596]
[0.42043390893244387, -0.44012826582229964, 0.21575133157115686, -0.2628259153995596]
[0.42043390893244387, -0.44192441784763065, 0.21575133157115686, -0.2628259153995596]
[0.42043390893244387, -0.44192441784763065, 0.2037269105701801, -0.2628259153995596]
[0.42043390893244387, -0.4436666853122017, 0.2037269105701801, -0.2628259153995596]
[0.42043390893244387, -0.4453566847528357, 0.2037269105701801, -0.2628259153995596]
[0.42043390893244387, -0.4453566847528357, 0.20697154508947607, -0.2628259153995596]
[0.42043390893244387, -0.4453566847528357, 0.2100257033779029, -0.2628259153995596]
[0.42043390893244387, -0.4469959842102506, 0.2100257033779029, -0.2628259153995596]
[0.40782089166447055, -0.4469959842102506, 0.2100257033779029, -0.2628259153995596]
[0.3955862649145364, -0.4469959842102506, 0.2100257033779029, -0.2628259153995596]
[0.3955862649145364, -0.4485861046839431, 0.2100257033779029, -0.2628259153995596]
[0.3955862649145364, -0.4485861046839431, 0.2100257033779029, -0.2719327159179971]
[0.39871867696710034, -0.4485861046839431, 0.2100257033779029, -0.2719327159179971]
[0.39871867696710034, -0.4485861046839431, 0.19789372535115687, -0.2719327159179971]
[0.3867571166580873, -0.4485861046839431, 0.19789372535115687, -0.2719327159179971]
[0.3867571166580873, -0.4485861046839431, 0.19789372535115687, -0.28064394269871845]
[0.3867571166580873, -0.4351285215434248, 0.19789372535115687, -0.28064394269871845]
[0.3867571166580873, -0.4351285215434248, 0.19789372535115687, -0.2739675429018037]
[0.3901544031583447, -0.4351285215434248, 0.19789372535115687, -0.2739675429018037]
[0.39344977106359436, -0.4351285215434248, 0.19789372535115687, -0.2739675429018037]
[0.38164627793168654, -0.4351285215434248, 0.19789372535115687, -0.2739675429018037]
[0.38164627793168654, -0.4351285215434248, 0.2010366544888052, -0.2739675429018037]
[0.38164627793168654, -0.45207466589712203, 0.2010366544888052, -0.2739675429018037]
[0.38519688959373594, -0.45207466589712203, 0.2010366544888052, -0.2739675429018037]
[0.38519688959373594, -0.45207466589712203, 0.2010366544888052, -0.2673681497044906]
[0.38519688959373594, -0.45207466589712203, 0.20399482925780413, -0.2673681497044906]
