[[0, 0], [1.25e-05, -0.004987500000000001], [0, 0], [0, 0]]
[[0, 0], [1.25e-05, -0.004987500000000001], [0, 0], [0.0, 0.0]]
[[0, 0], [3.7375e-05, -0.009937625], [0, 0], [0.0, 0.0]]
[[0, 0], [-0.0049129990624999995, -0.0148381240625], [0, 0], [0.0, 0.0]]
[[0, 0], [-0.0049129990624999995, -0.0148381240625], [0.0, 0.0], [0.0, 0.0]]
[[0.004975, 0.004975], [-0.0049129990624999995, -0.0148381240625], [0.0, 0.0], [0.0, 0.0]]
[[0.004975, 0.004975], [-0.0049129990624999995, -0.0148381240625], [0.0, 0.0], [1.25e-05, -0.004987500000000001]]
[[0.004975, 0.004975], [-0.00982637031875, -0.01470186969375], [0.0, 0.0], [1.25e-05, -0.004987500000000001]]
[[0.004975, 0.004975], [-0.00982637031875, -0.01470186969375], [0.0, 0.0], [2.493734375e-05, -0.0049501251562500004]]
[[0.004975, 0.004975], [-0.00982637031875, -0.01470186969375], [0.0, 0.0], [3.7312189064453124e-05, -0.004912999685154297]]
[[0.004975, 0.004975], [-0.00982637031875, -0.01470186969375], [0.0, 0.0], [-0.0049379999882969245, -0.004888125301570352]]
[[0.0049127500000000004, 0.009912750000000001], [-0.00982637031875, -0.01470186969375], [0.0, 0.0], [-0.0049379999882969245, -0.004888125301570352]]
[[0.0049127500000000004, 0.009912750000000001], [-0.00982637031875, -0.01470186969375], [0.0, 0.0], [-0.0049379999882969245, -0.004888125301570352]]
[[0.0049127500000000004, 0.009912750000000001], [-0.014690485037460937, -0.019541606915585936], [0.0, 0.0], [-0.0049379999882969245, -0.004888125301570352]]
[[0.0049127500000000004, 0.009912750000000001], [-0.014690485037460937, -0.019541606915585936], [0.0, 0.0], [-0.004900688251631045, -0.00982637293839662]]
[[0.0049127500000000004, 0.009912750000000001], [-0.014690485037460937, -0.019541606915585936], [0.0, 0.0], [-0.00485100181504535, -0.014727554637118941]]
[[0.009825998125, 0.014800998125000003], [-0.014690485037460937, -0.019541606915585936], [0.0, 0.0], [-0.00485100181504535, -0.014727554637118941]]
[[0.014702490950000001, 0.014652615950000003], [-0.014690485037460937, -0.019541606915585936], [0.0, 0.0], [-0.00485100181504535, -0.014727554637118941]]
[[0.014702490950000001, 0.014652615950000003], [-0.014690485037460937, -0.019541606915585936], [0.0, 0.0], [-0.00485100181504535, -0.014727554637118941]]
[[0.019529973196796876, 0.01948034757179688], [-0.014690485037460937, -0.019541606915585936], [0.0, 0.0], [-0.00485100181504535, -0.014727554637118941]]
[[0.019321313058852034, 0.024271935561977036], [-0.014690485037460937, -0.019541606915585936], [0.0, 0.0], [-0.00485100181504535, -0.014727554637118941]]
[[0.019321313058852034, 0.024271935561977036], [-0.014690485037460937, -0.019541606915585936], [0.0, 0.0], [-0.0047771247071343925, -0.01467793253828321]]
[[0.019321313058852034, 0.024271935561977036], [-0.019505712949726795, -0.024332579218461173], [0.0, 0.0], [-0.0047771247071343925, -0.01467793253828321]]
[[0.019321313058852034, 0.024271935561977036], [-0.019505712949726795, -0.024332579218461173], [0.0, 0.0], [-0.004727691004734001, -0.014555109173191404]]
[[0.019321313058852034, 0.024271935561977036], [-0.02428492132074406, -0.024087653258134764], [0.0, 0.0], [-0.004727691004734001, -0.014555109173191404]]
[[0.019321313058852034, 0.024271935561977036], [-0.024040849965227408, -0.023844568242931158], [0.0, 0.0], [-0.004727691004734001, -0.014555109173191404]]
[[0.024101751272956717, 0.024027620663566094], [-0.024040849965227408, -0.023844568242931158], [0.0, 0.0], [-0.004727691004734001, -0.014555109173191404]]
[[0.024101751272956717, 0.024027620663566094], [-0.024040849965227408, -0.023844568242931158], [0.0, 0.0], [-0.004665945374708053, -0.0194205879972995]]
[[0.024101751272956717, 0.024027620663566094], [-0.024040849965227408, -0.023844568242931158], [0.0, 0.0], [-0.0046044501485150505, -0.01926198983112]]
[[0.024101751272956717, 0.024027620663566094], [-0.024040849965227408, -0.023844568242931158], [0.0, 0.0], [-0.0046044501485150505, -0.01926198983112]]
[[0.024101751272956717, 0.024027620663566094], [-0.024040849965227408, -0.023844568242931158], [0.0, 0.0], [-0.009507499372837548, -0.019188061306185073]]
[[0.024101751272956717, 0.024027620663566094], [-0.028786112200232902, -0.023590811886548137], [0.0, 0.0], [-0.009507499372837548, -0.019188061306185073]]
[[0.024101751272956717, 0.024027620663566094], [-0.028508320791639213, -0.02333899697952287], [0.0, 0.0], [-0.009507499372837548, -0.019188061306185073]]
[[0.024101751272956717, 0.024027620663566094], [-0.028508320791639213, -0.02333899697952287], [-1.25e-05, 0.004987500000000001], [-0.009507499372837548, -0.019188061306185073]]
[[0.024101751272956717, 0.024027620663566094], [-0.028508320791639213, -0.02333899697952287], [-3.743734375e-05, 0.009937625156250001], [-0.009507499372837548, -0.019188061306185073]]
[[0.024101751272956717, 0.024027620663566094], [-0.028508320791639213, -0.02333899697952287], [-6.224953281445313e-05, 0.009863124841404298], [-0.009507499372837548, -0.019188061306185073]]
[[0.024101751272956717, 0.024027620663566094], [-0.028508320791639213, -0.02333899697952287], [-6.224953281445313e-05, 0.009863124841404298], [-0.014373663142896781, -0.019101762573108493]]
[[0.024101751272956717, 0.024027620663566094], [-0.028508320791639213, -0.02333899697952287], [-6.224953281445313e-05, 0.009863124841404298], [-0.014275116232696299, -0.023907706850042468]]
[[0.024101751272956717, 0.024027620663566094], [-0.028232587644326453, -0.023089110451270694], [-6.224953281445313e-05, 0.009863124841404298], [-0.014275116232696299, -0.023907706850042468]]
[[0.028846402072093883, 0.023772642115750215], [-0.028232587644326453, -0.023089110451270694], [-6.224953281445313e-05, 0.009863124841404298], [-0.014275116232696299, -0.023907706850042468]]
[[0.028846402072093883, 0.023772642115750215], [-0.02795889912046703, -0.02284113931337655], [-6.224953281445313e-05, 0.009863124841404298], [-0.014275116232696299, -0.023907706850042468]]
[[0.028846402072093883, 0.023772642115750215], [-0.02795889912046703, -0.02284113931337655], [-9.94368828144238e-05, 0.014776621867197305], [-0.014275116232696299, -0.023907706850042468]]
[[0.028846402072093883, 0.023772642115750215], [-0.02795889912046703, -0.02284113931337655], [-9.94368828144238e-05, 0.014776621867197305], [-0.014105387629547711, -0.02380935382805736]]
[[0.028846402072093883, 0.023772642115750215], [-0.02795889912046703, -0.02284113931337655], [-9.94368828144238e-05, 0.014776621867197305], [-0.013994850055327163, -0.028579769484696524]]
[[0.028846402072093883, 0.023772642115750215], [-0.0326622416671551, -0.02757007065910007], [-9.94368828144238e-05, 0.014776621867197305], [-0.013994850055327163, -0.028579769484696524]]
[[0.028846402072093883, 0.023772642115750215], [-0.037317851815898265, -0.032251141662883516], [-9.94368828144238e-05, 0.014776621867197305], [-0.013994850055327163, -0.028579769484696524]]
[[0.028846402072093883, 0.023772642115750215], [-0.037317851815898265, -0.032251141662883516], [-0.00014893705310335947, 0.019653238587572383], [-0.013994850055327163, -0.028579769484696524]]
[[0.028846402072093883, 0.023772642115750215], [-0.037317851815898265, -0.032251141662883516], [-0.00019818786082768664, 0.019505721586910194], [-0.013994850055327163, -0.028579769484696524]]
[[0.028846402072093883, 0.023772642115750215], [-0.037317851815898265, -0.032251141662883516], [-0.00025968993716513186, 0.024346690902638198], [-0.013994850055327163, -0.028579769484696524]]
[[0.028846402072093883, 0.023772642115750215], [-0.037317851815898265, -0.032251141662883516], [-0.00025968993716513186, 0.024346690902638198], [-0.01880203367158252, -0.02845692735122852]]
[[0.03354300381945785, 0.028494612662895904], [-0.037317851815898265, -0.032251141662883516], [-0.00025968993716513186, 0.024346690902638198], [-0.01880203367158252, -0.02845692735122852]]
[[0.03354300381945785, 0.028494612662895904], [-0.037317851815898265, -0.032251141662883516], [-0.00032088125699667526, 0.024163766128293462], [-0.01880203367158252, -0.02845692735122852]]
[[0.03354300381945785, 0.028494612662895904], [-0.037317851815898265, -0.032251141662883516], [-0.00038046426102068126, 0.024102578717984473], [-0.01880203367158252, -0.02845692735122852]]
[[0.03354300381945785, 0.028494612662895904], [-0.037317851815898265, -0.032251141662883516], [-0.0004413409784748629, 0.02392118910694037], [-0.01880203367158252, -0.02845692735122852]]
[[0.03354300381945785, 0.028494612662895904], [-0.03693858930711233, -0.03689721270486265], [-0.0004413409784748629, 0.02392118910694037], [-0.01880203367158252, -0.02845692735122852]]
[[0.03354300381945785, 0.028494612662895904], [-0.03693858930711233, -0.03689721270486265], [-0.0005144077955795427, 0.028728516344300986], [-0.01880203367158252, -0.02845692735122852]]
[[0.03354300381945785, 0.028494612662895904], [-0.041549686477118854, -0.03650851675788042], [-0.0005144077955795427, 0.028728516344300986], [-0.01880203367158252, -0.02845692735122852]]
[[0.03820441838929638, 0.028181269188517242], [-0.041549686477118854, -0.03650851675788042], [-0.0005144077955795427, 0.028728516344300986], [-0.01880203367158252, -0.02845692735122852]]
[[0.03784338023834104, 0.027870346783565796], [-0.041549686477118854, -0.03650851675788042], [-0.0005144077955795427, 0.028728516344300986], [-0.01880203367158252, -0.02845692735122852]]
[[0.03784338023834104, 0.027870346783565796], [-0.04113874921069263, -0.036122785340050395], [-0.0005144077955795427, 0.028728516344300986], [-0.01880203367158252, -0.02845692735122852]]
[[0.03784338023834104, 0.027870346783565796], [-0.04113874921069263, -0.036122785340050395], [0.004402603653924895, 0.028642955754827525], [-0.01880203367158252, -0.02845692735122852]]
[[0.03784338023834104, 0.027870346783565796], [-0.04113874921069263, -0.036122785340050395], [0.004295099812182243, 0.028557464931354495], [-0.01880203367158252, -0.02845692735122852]]
[[0.03784338023834104, 0.027870346783565796], [-0.04073088257476875, -0.03573999852347972], [0.004295099812182243, 0.028557464931354495], [-0.01880203367158252, -0.02845692735122852]]
[[0.03784338023834104, 0.027870346783565796], [-0.04073088257476875, -0.03573999852347972], [0.004209982754078927, 0.028329560548594406], [-0.01880203367158252, -0.02845692735122852]]
[[0.03784338023834104, 0.027870346783565796], [-0.04073088257476875, -0.03573999852347972], [0.0041038872479888765, 0.02824451495627475], [-0.01880203367158252, -0.02845692735122852]]
[[0.03784338023834104, 0.027870346783565796], [-0.04531356613647383, -0.03534763650544125], [0.0041038872479888765, 0.02824451495627475], [-0.01880203367158252, -0.02845692735122852]]
[[0.042472497358435515, 0.027549329070934152], [-0.04531356613647383, -0.03534763650544125], [0.0041038872479888765, 0.02824451495627475], [-0.01880203367158252, -0.02845692735122852]]
[[0.04207937722282309, 0.027230824776759234], [-0.04531356613647383, -0.03534763650544125], [0.0041038872479888765, 0.02824451495627475], [-0.01880203367158252, -0.02845692735122852]]
[[0.04207937722282309, 0.027230824776759234], [-0.04531356613647383, -0.03534763650544125], [0.008985894390953921, 0.028147041535479738], [-0.01880203367158252, -0.02845692735122852]]
[[0.046676626476132826, 0.02690231679229929], [-0.04531356613647383, -0.03534763650544125], [0.008985894390953921, 0.028147041535479738], [-0.01880203367158252, -0.02845692735122852]]
[[0.051226851252478896, 0.03155141311706453], [-0.04531356613647383, -0.03534763650544125], [0.008985894390953921, 0.028147041535479738], [-0.01880203367158252, -0.02845692735122852]]
[[0.0507554068653996, 0.03117834592066231], [-0.04531356613647383, -0.03534763650544125], [0.008985894390953921, 0.028147041535479738], [-0.01880203367158252, -0.02845692735122852]]
[[0.0507554068653996, 0.03117834592066231], [-0.04531356613647383, -0.03534763650544125], [0.008985894390953921, 0.028147041535479738], [-0.018585439868832054, -0.028334343716835964]]
[[0.0507554068653996, 0.03117834592066231], [-0.0448619045904975, -0.03994580460762008], [0.008985894390953921, 0.028147041535479738], [-0.018585439868832054, -0.028334343716835964]]
[[0.0507554068653996, 0.03117834592066231], [-0.0448619045904975, -0.03994580460762008], [0.008985894390953921, 0.028147041535479738], [-0.0184507368346131, -0.03305796896403283]]
[[0.0507554068653996, 0.03117834592066231], [-0.0448619045904975, -0.03994580460762008], [0.008888796013582998, 0.027909207950431416], [-0.0184507368346131, -0.03305796896403283]]
[[0.0507554068653996, 0.03117834592066231], [-0.0448619045904975, -0.03994580460762008], [0.008888796013582998, 0.027909207950431416], [-0.018224040406780124, -0.03292352622037292]]
[[0.05527489625090979, 0.030795720610896183], [-0.0448619045904975, -0.03994580460762008], [0.008888796013582998, 0.027909207950431416], [-0.018224040406780124, -0.03292352622037292]]
[[0.05527489625090979, 0.030795720610896183], [-0.0448619045904975, -0.03994580460762008], [0.008888796013582998, 0.027909207950431416], [-0.01809004207633343, -0.032624910258824365]]
[[0.05527489625090979, 0.030795720610896183], [-0.0448619045904975, -0.03994580460762008], [0.008888796013582998, 0.027909207950431416], [-0.022853355715779067, -0.03247867410865167]]
[[0.05527489625090979, 0.030795720610896183], [-0.0448619045904975, -0.03994580460762008], [0.008888796013582998, 0.027909207950431416], [-0.02259317798435198, -0.03233276315580348]]
[[0.05477292185739324, 0.0304161420955797], [-0.0448619045904975, -0.03994580460762008], [0.008888796013582998, 0.027909207950431416], [-0.02259317798435198, -0.03233276315580348]]
[[0.05477292185739324, 0.0304161420955797], [-0.044413626820827515, -0.03952210733786449], [0.008888796013582998, 0.027909207950431416], [-0.02259317798435198, -0.03233276315580348]]
[[0.05477292185739324, 0.0304161420955797], [-0.044413626820827515, -0.03952210733786449], [0.013734890282931636, 0.027799746199847968], [-0.02259317798435198, -0.03233276315580348]]
[[0.05477292185739324, 0.0304161420955797], [-0.04395621028123947, -0.04408914839569126], [0.013734890282931636, 0.027799746199847968], [-0.02259317798435198, -0.03233276315580348]]
[[0.05477292185739324, 0.0304161420955797], [-0.04350225756637679, -0.04363453099025631], [0.013734890282931636, 0.027799746199847968], [-0.02259317798435198, -0.03233276315580348]]
[[0.05477292185739324, 0.0304161420955797], [-0.0480267454734057, -0.04815835753016583], [0.013734890282931636, 0.027799746199847968], [-0.02259317798435198, -0.03233276315580348]]
[[0.05477292185739324, 0.0304161420955797], [-0.0480267454734057, -0.04815835753016583], [0.013734890282931636, 0.027799746199847968], [-0.022435214171543226, -0.03701313552721571]]
[[0.05477292185739324, 0.0304161420955797], [-0.0480267454734057, -0.04815835753016583], [0.013734890282931636, 0.027799746199847968], [-0.022265259737621373, -0.04165811541565778]]
[[0.059249585335405586, 0.03501458947240111], [-0.0480267454734057, -0.04815835753016583], [0.013734890282931636, 0.027799746199847968], [-0.022265259737621373, -0.04165811541565778]]
[[0.059249585335405586, 0.03501458947240111], [-0.04751740094492516, -0.052648354941401486], [0.013734890282931636, 0.027799746199847968], [-0.022265259737621373, -0.04165811541565778]]
[[0.06369261285559137, 0.03457879197190192], [-0.04751740094492516, -0.052648354941401486], [0.013734890282931636, 0.027799746199847968], [-0.022265259737621373, -0.04165811541565778]]
[[0.06369261285559137, 0.03457879197190192], [-0.051986949193092595, -0.05709224841958654], [0.013734890282931636, 0.027799746199847968], [-0.022265259737621373, -0.04165811541565778]]
[[0.06369261285559137, 0.03457879197190192], [-0.051986949193092595, -0.05709224841958654], [0.01854445389285895, 0.027677984261189937], [-0.022265259737621373, -0.04165811541565778]]
[[0.06369261285559137, 0.03457879197190192], [-0.05142311402375473, -0.0615028867541162], [0.01854445389285895, 0.027677984261189937], [-0.022265259737621373, -0.04165811541565778]]
[[0.06369261285559137, 0.03457879197190192], [-0.05142311402375473, -0.0615028867541162], [0.023317732519626648, 0.027543985157421933], [-0.022265259737621373, -0.04165811541565778]]
[[0.06311472886094191, 0.03414647708167091], [-0.05142311402375473, -0.0615028867541162], [0.023317732519626648, 0.027543985157421933], [-0.022265259737621373, -0.04165811541565778]]
[[0.06311472886094191, 0.03414647708167091], [-0.05142311402375473, -0.0615028867541162], [0.023317732519626648, 0.027543985157421933], [-0.022083376760122408, -0.046267941861080526]]
[[0.06752853139091755, 0.03370512087054291], [-0.05142311402375473, -0.0615028867541162], [0.023317732519626648, 0.027543985157421933], [-0.022083376760122408, -0.046267941861080526]]
[[0.06752853139091755, 0.03370512087054291], [-0.05086361753238042, -0.06089299139909008], [0.023317732519626648, 0.027543985157421933], [-0.022083376760122408, -0.046267941861080526]]
[[0.06690911802737191, 0.038254824559599145], [-0.05086361753238042, -0.06089299139909008], [0.023317732519626648, 0.027543985157421933], [-0.022083376760122408, -0.046267941861080526]]
[[0.06690911802737191, 0.038254824559599145], [-0.05086361753238042, -0.06089299139909008], [0.023067470448964882, 0.0274103117493583], [-0.022083376760122408, -0.046267941861080526]]
[[0.06690911802737191, 0.038254824559599145], [-0.05086361753238042, -0.06089299139909008], [0.022934177064560957, 0.02713996680620758], [-0.022083376760122408, -0.046267941861080526]]
